State FIPS code,Name,Year,Total exemptions,Poor exemptions,Age 65 and over exemptions,Age 65 and over poor exemptions,Child exemptions,Poor child exemptions,Total exemptions under age 65,Poor exemptions under age 65,Median AGI,Mean AGI
01,Alabama,1989," 3,367,441 "," 634,363 "," 213,228 "," 30,357 "," 1,145,821 "," 260,472 "," 3,154,213 "," 604,006 "," 18,271 "," 26,487 "
01,Alabama,1990," 3,427,361 "," 676,616 "," 223,095 "," 34,114 "," 1,175,534 "," 281,392 "," 3,204,266 "," 642,502 "," 18,719 "," 27,300 "
01,Alabama,1991," 3,471,467 "," 720,465 "," 229,666 "," 36,826 "," 1,193,227 "," 304,653 "," 3,241,801 "," 683,639 "," 18,929 "," 27,941 "
01,Alabama,1992," 3,494,455 "," 711,496 "," 227,683 "," 35,158 "," 1,210,348 "," 305,209 "," 3,266,772 "," 676,338 "," 19,508 "," 29,397 "
01,Alabama,1993," 3,518,338 "," 728,239 "," 227,765 "," 35,485 "," 1,220,397 "," 314,438 "," 3,290,573 "," 692,754 "," 19,775 "," 29,846 "
01,Alabama,1994," 3,503,312 "," 690,162 "," 232,051 "," 34,907 "," 1,188,460 "," 288,014 "," 3,271,261 "," 655,255 "," 20,521 "," 31,198 "
01,Alabama,1995," 3,525,701 "," 693,824 "," 238,896 "," 32,499 "," 1,190,110 "," 290,606 "," 3,286,805 "," 661,325 "," 21,196 "," 32,702 "
01,Alabama,1996," 3,568,799 "," 722,793 "," 247,308 "," 33,515 "," 1,202,066 "," 302,872 "," 3,321,491 "," 689,278 "," 21,667 "," 33,677 "
01,Alabama,1997," 3,565,015 "," 700,089 "," 249,603 "," 31,461 "," 1,190,531 "," 294,993 "," 3,315,412 "," 668,628 "," 22,631 "," 34,690 "
01,Alabama,1998," 3,580,266 "," 665,117 "," 260,303 "," 31,203 "," 1,180,910 "," 276,637 "," 3,319,963 "," 633,914 "," 23,788 "," 37,348 "
01,Alabama,1999," 3,663,808 "," 663,241 "," 273,309 "," 33,430 "," 1,206,280 "," 274,080 "," 3,390,499 "," 629,811 "," 24,858 "," 40,067 "
01,Alabama,2000," 3,666,785 "," 670,305 "," 277,776 "," 33,796 "," 1,208,996 "," 277,615 "," 3,389,009 "," 636,509 "," 25,679 "," 41,605 "
01,Alabama,2001," 3,664,872 "," 685,046 "," 288,706 "," 37,538 "," 1,205,133 "," 281,634 "," 3,376,166 "," 647,508 "," 26,113 "," 41,421 "
01,Alabama,2002," 3,657,200 "," 696,169 "," 294,181 "," 44,223 "," 1,207,191 "," 284,191 "," 3,363,019 "," 651,946 "," 26,271 "," 41,717 "
01,Alabama,2003," 3,648,330 "," 697,733 "," 299,403 "," 47,079 "," 1,199,389 "," 281,544 "," 3,348,927 "," 650,654 "," 26,786 "," 42,965 "
01,Alabama,2004," 3,666,723 "," 693,979 "," 306,876 "," 48,698 "," 1,197,644 "," 276,698 "," 3,359,847 "," 645,281 "," 27,635 "," 45,624 "
01,Alabama,2005," 3,714,137 "," 701,547 "," 314,902 "," 47,592 "," 1,202,608 "," 278,502 "," 3,399,235 "," 653,955 "," 28,529 "," 48,493 "
01,Alabama,2006," 3,786,797 "," 719,941 "," 336,694 "," 52,708 "," 1,213,161 "," 279,921 "," 3,450,103 "," 667,233 "," 29,572 "," 51,286 "
01,Alabama,2007," 4,197,853 "," 1,045,162 "," 435,069 "," 128,764 "," 1,252,461 "," 302,380 "," 3,762,784 "," 916,398 "," 25,624 "," 46,615 "
01,Alabama,2008," 3,895,531 "," 792,133 "," 366,634 "," 62,320 "," 1,239,270 "," 306,041 "," 3,528,897 "," 729,813 "," 30,632 "," 51,095 "
01,Alabama,2009," 3,878,190 "," 843,724 "," 370,537 "," 67,829 "," 1,250,097 "," 335,846 "," 3,507,653 "," 775,895 "," 29,827 "," 48,808 "
01,Alabama,2010," 3,902,188 "," 851,537 "," 378,291 "," 66,585 "," 1,256,726 "," 341,872 "," 3,523,897 "," 784,952 "," 30,125 "," 49,913 "
01,Alabama,2011," 3,885,841 "," 884,359 "," 391,743 "," 70,523 "," 1,241,894 "," 357,228 "," 3,494,098 "," 813,836 "," 30,461 "," 50,677 "
01,Alabama,2012," 3,853,194 "," 863,323 "," 405,679 "," 70,857 "," 1,235,281 "," 354,677 "," 3,447,515 "," 792,466 "," 31,715 "," 54,125 "
01,Alabama,2013," 3,842,311 "," 858,214 "," 422,028 "," 72,909 "," 1,227,523 "," 352,767 "," 3,420,283 "," 785,305 "," 32,524 "," 53,790 "
01,Alabama,2014," 3,828,425 "," 849,565 "," 436,369 "," 73,115 "," 1,218,203 "," 350,956 "," 3,392,056 "," 776,450 "," 33,530 "," 56,079 "
01,Alabama,2015," 3,819,836 "," 820,342 "," 446,799 "," 73,876 "," 1,213,103 "," 338,505 "," 3,373,037 "," 746,466 "," 34,254 "," 57,836 "
01,Alabama,2016," 3,790,497 "," 803,801 "," 460,055 "," 76,520 "," 1,199,633 "," 331,760 "," 3,330,442 "," 727,281 "," 34,999 "," 59,109 "
01,Alabama,2017," 3,787,331 "," 795,898 "," 476,041 "," 77,569 "," 1,194,044 "," 330,458 "," 3,311,290 "," 718,329 "," 36,120 "," 61,451 "
01,Alabama,2018," 3,770,926 "," 763,872 "," 488,845 "," 77,646 "," 1,182,428 "," 315,174 "," 3,282,081 "," 686,226 "," 37,833 "," 64,233 "
02,Alaska,1989," 458,826 "," 42,831 "," 15,150 "," 1,336 "," 156,514 "," 14,675 "," 443,676 "," 41,495 "," 28,418 "," 37,014 "
02,Alaska,1990," 472,948 "," 47,224 "," 16,188 "," 1,408 "," 160,574 "," 16,335 "," 456,760 "," 45,816 "," 28,754 "," 37,778 "
02,Alaska,1991," 492,111 "," 55,788 "," 16,912 "," 1,623 "," 168,561 "," 20,031 "," 475,199 "," 54,165 "," 28,872 "," 37,999 "
02,Alaska,1992," 496,590 "," 53,783 "," 17,659 "," 1,441 "," 170,622 "," 19,600 "," 478,931 "," 52,342 "," 30,075 "," 39,924 "
02,Alaska,1993," 501,970 "," 56,394 "," 18,429 "," 1,518 "," 172,454 "," 20,912 "," 483,541 "," 54,876 "," 30,406 "," 40,184 "
02,Alaska,1994," 501,036 "," 55,946 "," 19,397 "," 1,573 "," 171,590 "," 20,940 "," 481,639 "," 54,373 "," 31,342 "," 41,265 "
02,Alaska,1995," 504,710 "," 58,909 "," 20,190 "," 1,575 "," 172,926 "," 22,314 "," 484,520 "," 57,334 "," 31,885 "," 42,139 "
02,Alaska,1996," 505,831 "," 61,776 "," 21,046 "," 1,690 "," 172,374 "," 23,395 "," 484,785 "," 60,086 "," 32,125 "," 42,955 "
02,Alaska,1997," 511,026 "," 60,961 "," 21,736 "," 1,675 "," 173,623 "," 23,302 "," 489,290 "," 59,286 "," 33,276 "," 45,078 "
02,Alaska,1998," 520,747 "," 60,007 "," 22,707 "," 1,627 "," 177,067 "," 23,143 "," 498,040 "," 58,380 "," 34,322 "," 46,847 "
02,Alaska,1999," 545,344 "," 59,128 "," 24,906 "," 1,818 "," 184,896 "," 22,485 "," 520,438 "," 57,310 "," 35,839 "," 49,902 "
02,Alaska,2000," 550,388 "," 58,831 "," 25,649 "," 1,951 "," 184,717 "," 21,885 "," 524,739 "," 56,880 "," 36,981 "," 52,687 "
02,Alaska,2001," 560,509 "," 62,537 "," 27,103 "," 2,348 "," 186,723 "," 23,506 "," 533,406 "," 60,189 "," 37,310 "," 52,170 "
02,Alaska,2002," 568,494 "," 65,947 "," 28,023 "," 2,811 "," 188,540 "," 24,352 "," 540,471 "," 63,136 "," 37,082 "," 51,742 "
02,Alaska,2003," 576,697 "," 70,860 "," 29,289 "," 3,453 "," 189,543 "," 25,932 "," 547,408 "," 67,407 "," 37,148 "," 52,582 "
02,Alaska,2004," 582,604 "," 73,942 "," 30,437 "," 3,982 "," 189,667 "," 26,825 "," 552,167 "," 69,960 "," 37,846 "," 54,626 "
02,Alaska,2005," 587,613 "," 77,978 "," 31,428 "," 3,862 "," 189,322 "," 28,749 "," 556,185 "," 74,116 "," 39,006 "," 57,023 "
02,Alaska,2006," 592,740 "," 79,195 "," 33,450 "," 3,903 "," 189,246 "," 29,437 "," 559,290 "," 75,292 "," 40,703 "," 60,487 "
02,Alaska,2007," 628,007 "," 93,339 "," 39,826 "," 7,268 "," 193,662 "," 29,952 "," 588,181 "," 86,071 "," 40,382 "," 61,368 "
02,Alaska,2008," 613,827 "," 68,458 "," 39,302 "," 4,360 "," 190,177 "," 22,958 "," 574,525 "," 64,098 "," 45,413 "," 66,567 "
02,Alaska,2009," 626,606 "," 95,182 "," 40,786 "," 5,534 "," 193,795 "," 33,675 "," 585,820 "," 89,648 "," 42,259 "," 62,824 "
02,Alaska,2010," 645,097 "," 83,905 "," 46,770 "," 5,659 "," 195,105 "," 29,676 "," 598,327 "," 78,246 "," 42,234 "," 64,415 "
02,Alaska,2011," 644,553 "," 95,819 "," 48,306 "," 6,505 "," 193,610 "," 33,326 "," 596,247 "," 89,314 "," 42,994 "," 64,913 "
02,Alaska,2012," 642,988 "," 93,741 "," 51,365 "," 6,866 "," 192,969 "," 33,080 "," 591,623 "," 86,875 "," 44,387 "," 69,072 "
02,Alaska,2013," 636,994 "," 87,335 "," 51,309 "," 6,821 "," 191,250 "," 30,739 "," 585,685 "," 80,514 "," 46,142 "," 69,622 "
02,Alaska,2014," 632,211 "," 80,620 "," 53,858 "," 6,433 "," 189,134 "," 28,878 "," 578,353 "," 74,187 "," 48,788 "," 73,920 "
02,Alaska,2015," 633,840 "," 78,376 "," 56,884 "," 6,549 "," 189,578 "," 27,914 "," 576,956 "," 71,827 "," 49,881 "," 75,503 "
02,Alaska,2016," 626,266 "," 84,270 "," 59,759 "," 7,612 "," 187,888 "," 30,438 "," 566,507 "," 76,658 "," 48,546 "," 72,999 "
02,Alaska,2017," 621,422 "," 83,560 "," 63,185 "," 7,811 "," 185,947 "," 30,430 "," 558,237 "," 75,749 "," 49,538 "," 74,446 "
02,Alaska,2018," 616,870 "," 77,874 "," 66,329 "," 7,870 "," 182,932 "," 27,867 "," 550,541 "," 70,004 "," 51,991 "," 78,479 "
04,Arizona,1989," 3,021,212 "," 532,495 "," 278,115 "," 28,191 "," 988,417 "," 219,770 "," 2,743,097 "," 504,304 "," 19,805 "," 28,538 "
04,Arizona,1990," 3,091,888 "," 579,818 "," 291,920 "," 33,046 "," 1,014,190 "," 242,382 "," 2,799,968 "," 546,772 "," 20,173 "," 29,095 "
04,Arizona,1991," 3,179,385 "," 636,547 "," 300,445 "," 38,343 "," 1,051,717 "," 268,114 "," 2,878,940 "," 598,204 "," 20,179 "," 29,220 "
04,Arizona,1992," 3,221,112 "," 635,368 "," 297,184 "," 36,775 "," 1,076,475 "," 273,218 "," 2,923,928 "," 598,593 "," 20,774 "," 30,629 "
04,Arizona,1993," 3,302,915 "," 649,695 "," 301,903 "," 37,885 "," 1,104,299 "," 279,886 "," 3,001,012 "," 611,810 "," 21,270 "," 31,443 "
04,Arizona,1994," 3,397,192 "," 632,327 "," 311,650 "," 39,580 "," 1,120,514 "," 265,197 "," 3,085,542 "," 592,747 "," 22,080 "," 33,010 "
04,Arizona,1995," 3,517,850 "," 645,212 "," 321,220 "," 35,874 "," 1,161,618 "," 274,457 "," 3,196,630 "," 609,338 "," 23,192 "," 35,060 "
04,Arizona,1996," 3,635,083 "," 658,155 "," 332,810 "," 35,359 "," 1,200,662 "," 282,223 "," 3,302,273 "," 622,796 "," 24,137 "," 37,213 "
04,Arizona,1997," 3,722,524 "," 632,059 "," 342,617 "," 33,517 "," 1,222,079 "," 273,402 "," 3,379,907 "," 598,542 "," 25,717 "," 39,726 "
04,Arizona,1998," 3,854,019 "," 607,932 "," 354,899 "," 32,973 "," 1,267,364 "," 262,930 "," 3,499,120 "," 574,959 "," 27,337 "," 42,763 "
04,Arizona,1999," 4,040,434 "," 608,344 "," 372,525 "," 35,209 "," 1,327,320 "," 260,599 "," 3,667,909 "," 573,135 "," 28,873 "," 47,085 "
04,Arizona,2000," 4,136,710 "," 610,517 "," 382,057 "," 36,222 "," 1,356,679 "," 260,239 "," 3,754,653 "," 574,295 "," 30,402 "," 50,107 "
04,Arizona,2001," 4,252,016 "," 649,760 "," 397,701 "," 45,780 "," 1,394,302 "," 271,156 "," 3,854,315 "," 603,980 "," 30,592 "," 48,297 "
04,Arizona,2002," 4,329,608 "," 694,367 "," 406,682 "," 55,560 "," 1,430,308 "," 286,039 "," 3,922,926 "," 638,807 "," 30,498 "," 47,457 "
04,Arizona,2003," 4,451,901 "," 733,647 "," 418,437 "," 60,403 "," 1,477,594 "," 301,384 "," 4,033,464 "," 673,244 "," 30,881 "," 48,792 "
04,Arizona,2004," 4,614,423 "," 740,169 "," 435,119 "," 60,313 "," 1,529,516 "," 303,469 "," 4,179,304 "," 679,856 "," 32,243 "," 53,399 "
04,Arizona,2005," 4,785,045 "," 749,109 "," 448,400 "," 56,604 "," 1,580,343 "," 309,631 "," 4,336,645 "," 692,505 "," 33,755 "," 58,492 "
04,Arizona,2006," 4,966,440 "," 785,283 "," 477,144 "," 61,752 "," 1,630,441 "," 318,164 "," 4,489,296 "," 723,531 "," 34,821 "," 60,826 "
04,Arizona,2007," 5,390,265 "," 1,052,416 "," 575,536 "," 130,436 "," 1,707,169 "," 356,944 "," 4,814,729 "," 921,980 "," 32,611 "," 56,686 "
04,Arizona,2008," 5,174,185 "," 956,129 "," 531,869 "," 88,800 "," 1,684,912 "," 380,819 "," 4,642,316 "," 867,329 "," 34,487 "," 55,216 "
04,Arizona,2009," 5,127,414 "," 1,073,766 "," 542,121 "," 104,979 "," 1,682,242 "," 433,876 "," 4,585,293 "," 968,787 "," 32,759 "," 51,324 "
04,Arizona,2010," 5,161,432 "," 1,078,919 "," 560,542 "," 102,154 "," 1,690,622 "," 439,750 "," 4,600,890 "," 976,765 "," 32,802 "," 52,792 "
04,Arizona,2011," 5,228,426 "," 1,135,276 "," 588,477 "," 109,683 "," 1,703,372 "," 460,299 "," 4,639,949 "," 1,025,593 "," 33,005 "," 53,671 "
04,Arizona,2012," 5,224,805 "," 1,109,158 "," 617,137 "," 112,749 "," 1,695,581 "," 454,107 "," 4,607,668 "," 996,409 "," 34,223 "," 57,855 "
04,Arizona,2013," 5,273,064 "," 1,103,412 "," 650,386 "," 120,323 "," 1,691,256 "," 444,142 "," 4,622,678 "," 983,089 "," 34,829 "," 57,275 "
04,Arizona,2014," 5,314,210 "," 1,093,101 "," 682,107 "," 123,043 "," 1,684,994 "," 437,740 "," 4,632,103 "," 970,058 "," 35,715 "," 59,934 "
04,Arizona,2015," 5,381,573 "," 1,058,519 "," 709,525 "," 127,974 "," 1,690,228 "," 417,310 "," 4,672,048 "," 930,545 "," 36,570 "," 62,180 "
04,Arizona,2016," 5,416,769 "," 1,033,619 "," 739,881 "," 134,325 "," 1,683,002 "," 401,418 "," 4,676,888 "," 899,294 "," 37,453 "," 63,199 "
04,Arizona,2017," 5,491,410 "," 991,031 "," 776,923 "," 136,786 "," 1,682,426 "," 381,836 "," 4,714,487 "," 854,245 "," 39,114 "," 67,313 "
04,Arizona,2018," 5,561,988 "," 942,895 "," 811,472 "," 137,172 "," 1,677,678 "," 353,855 "," 4,750,516 "," 805,723 "," 41,126 "," 70,838 "
05,Arkansas,1989," 1,952,494 "," 409,545 "," 154,456 "," 24,151 "," 645,693 "," 162,228 "," 1,798,038 "," 385,394 "," 16,911 "," 23,642 "
05,Arkansas,1990," 1,977,684 "," 431,363 "," 159,911 "," 26,168 "," 655,093 "," 172,652 "," 1,817,773 "," 405,195 "," 17,331 "," 24,422 "
05,Arkansas,1991," 2,002,126 "," 449,354 "," 161,971 "," 27,857 "," 662,618 "," 181,634 "," 1,840,155 "," 421,497 "," 17,679 "," 25,020 "
05,Arkansas,1992," 2,016,708 "," 438,583 "," 158,645 "," 26,533 "," 670,580 "," 180,135 "," 1,858,063 "," 412,050 "," 18,394 "," 26,755 "
05,Arkansas,1993," 2,029,116 "," 449,343 "," 157,697 "," 27,277 "," 674,443 "," 185,484 "," 1,871,419 "," 422,066 "," 18,747 "," 27,160 "
05,Arkansas,1994," 2,037,381 "," 433,872 "," 159,318 "," 26,908 "," 665,458 "," 175,040 "," 1,878,063 "," 406,964 "," 19,450 "," 28,376 "
05,Arkansas,1995," 2,068,021 "," 440,652 "," 163,054 "," 24,584 "," 674,203 "," 179,424 "," 1,904,967 "," 416,068 "," 20,073 "," 29,556 "
05,Arkansas,1996," 2,086,986 "," 454,286 "," 167,169 "," 24,942 "," 679,633 "," 185,344 "," 1,919,817 "," 429,344 "," 20,652 "," 30,560 "
05,Arkansas,1997," 2,094,686 "," 439,819 "," 170,677 "," 23,437 "," 677,718 "," 180,772 "," 1,924,009 "," 416,382 "," 21,678 "," 32,031 "
05,Arkansas,1998," 2,109,433 "," 421,880 "," 175,651 "," 23,062 "," 677,660 "," 172,474 "," 1,933,782 "," 398,818 "," 22,677 "," 34,220 "
05,Arkansas,1999," 2,170,537 "," 420,344 "," 182,803 "," 24,252 "," 694,622 "," 169,752 "," 1,987,734 "," 396,092 "," 23,742 "," 36,826 "
05,Arkansas,2000," 2,179,787 "," 427,598 "," 185,422 "," 24,567 "," 697,880 "," 173,153 "," 1,994,365 "," 403,031 "," 24,539 "," 38,660 "
05,Arkansas,2001," 2,190,008 "," 437,842 "," 190,935 "," 26,832 "," 698,295 "," 175,149 "," 1,999,073 "," 411,010 "," 24,893 "," 38,515 "
05,Arkansas,2002," 2,194,061 "," 451,252 "," 192,720 "," 32,481 "," 703,521 "," 178,890 "," 2,001,341 "," 418,771 "," 24,917 "," 38,642 "
05,Arkansas,2003," 2,202,240 "," 453,803 "," 195,551 "," 33,270 "," 705,722 "," 179,231 "," 2,006,689 "," 420,533 "," 25,571 "," 39,945 "
05,Arkansas,2004," 2,223,256 "," 459,104 "," 200,493 "," 34,039 "," 710,507 "," 180,311 "," 2,022,763 "," 425,065 "," 26,471 "," 42,347 "
05,Arkansas,2005," 2,249,329 "," 464,096 "," 205,214 "," 32,582 "," 715,144 "," 182,737 "," 2,044,115 "," 431,514 "," 27,421 "," 44,213 "
05,Arkansas,2006," 2,288,794 "," 480,031 "," 217,777 "," 34,707 "," 719,926 "," 184,722 "," 2,071,017 "," 445,324 "," 28,262 "," 45,685 "
05,Arkansas,2007," 2,548,351 "," 690,519 "," 286,172 "," 89,602 "," 744,307 "," 200,048 "," 2,262,179 "," 600,917 "," 24,254 "," 41,715 "
05,Arkansas,2008," 2,352,522 "," 520,571 "," 237,850 "," 44,025 "," 734,666 "," 198,712 "," 2,114,672 "," 476,546 "," 29,134 "," 47,253 "
05,Arkansas,2009," 2,348,049 "," 535,279 "," 239,861 "," 48,028 "," 741,815 "," 209,431 "," 2,108,188 "," 487,251 "," 28,676 "," 46,592 "
05,Arkansas,2010," 2,365,461 "," 534,370 "," 245,153 "," 46,149 "," 748,158 "," 211,926 "," 2,120,308 "," 488,221 "," 29,350 "," 47,801 "
05,Arkansas,2011," 2,362,937 "," 553,509 "," 251,487 "," 48,413 "," 746,496 "," 220,906 "," 2,111,450 "," 505,096 "," 29,858 "," 49,249 "
05,Arkansas,2012," 2,350,529 "," 538,099 "," 260,384 "," 49,249 "," 744,397 "," 216,624 "," 2,090,145 "," 488,850 "," 31,023 "," 54,453 "
05,Arkansas,2013," 2,345,351 "," 541,270 "," 267,407 "," 50,598 "," 743,134 "," 218,401 "," 2,077,944 "," 490,672 "," 31,634 "," 53,371 "
05,Arkansas,2014," 2,343,795 "," 533,316 "," 275,083 "," 49,992 "," 740,886 "," 215,968 "," 2,068,712 "," 483,324 "," 32,710 "," 56,429 "
05,Arkansas,2015," 2,344,081 "," 519,335 "," 280,195 "," 51,325 "," 741,452 "," 209,777 "," 2,063,886 "," 468,010 "," 33,327 "," 57,266 "
05,Arkansas,2016," 2,335,903 "," 512,651 "," 286,944 "," 53,881 "," 738,763 "," 206,783 "," 2,048,959 "," 458,770 "," 33,842 "," 58,859 "
05,Arkansas,2017," 2,337,224 "," 504,655 "," 294,025 "," 53,420 "," 738,160 "," 204,909 "," 2,043,199 "," 451,235 "," 34,982 "," 62,534 "
05,Arkansas,2018," 2,333,531 "," 490,154 "," 300,987 "," 53,461 "," 733,887 "," 197,899 "," 2,032,544 "," 436,693 "," 36,510 "," 63,800 "
06,California,1989," 24,137,199 "," 3,639,203 "," 1,868,974 "," 162,742 "," 7,659,766 "," 1,454,416 "," 22,268,225 "," 3,476,461 "," 23,033 "," 34,508 "
06,California,1990," 24,559,020 "," 3,975,803 "," 1,920,538 "," 183,305 "," 7,847,122 "," 1,610,629 "," 22,638,482 "," 3,792,498 "," 23,765 "," 35,594 "
06,California,1991," 24,756,203 "," 4,412,888 "," 1,939,664 "," 210,766 "," 8,020,786 "," 1,810,253 "," 22,816,539 "," 4,202,122 "," 23,900 "," 35,436 "
06,California,1992," 24,507,399 "," 4,500,645 "," 1,899,441 "," 212,207 "," 8,082,331 "," 1,890,424 "," 22,607,958 "," 4,288,438 "," 24,281 "," 36,518 "
06,California,1993," 24,134,151 "," 4,514,406 "," 1,875,404 "," 217,599 "," 7,999,111 "," 1,891,354 "," 22,258,747 "," 4,296,807 "," 24,496 "," 36,746 "
06,California,1994," 23,949,168 "," 4,380,655 "," 1,890,653 "," 229,471 "," 7,836,938 "," 1,761,299 "," 22,058,515 "," 4,151,184 "," 24,893 "," 37,662 "
06,California,1995," 24,260,192 "," 4,532,978 "," 1,916,898 "," 209,395 "," 7,975,124 "," 1,851,885 "," 22,343,294 "," 4,323,583 "," 25,622 "," 39,542 "
06,California,1996," 24,767,936 "," 4,662,843 "," 1,950,347 "," 211,031 "," 8,193,704 "," 1,934,519 "," 22,817,589 "," 4,451,812 "," 26,243 "," 41,714 "
06,California,1997," 25,332,412 "," 4,541,169 "," 1,958,278 "," 195,975 "," 8,420,707 "," 1,920,030 "," 23,374,134 "," 4,345,194 "," 27,588 "," 44,039 "
06,California,1998," 26,126,722 "," 4,383,376 "," 2,001,339 "," 191,071 "," 8,749,811 "," 1,869,764 "," 24,125,383 "," 4,192,305 "," 29,101 "," 47,702 "
06,California,1999," 27,560,789 "," 4,435,469 "," 2,094,739 "," 205,364 "," 9,244,464 "," 1,872,388 "," 25,466,050 "," 4,230,105 "," 30,739 "," 56,481 "
06,California,2000," 28,103,587 "," 4,346,965 "," 2,112,539 "," 208,258 "," 9,404,068 "," 1,823,858 "," 25,991,048 "," 4,138,707 "," 32,722 "," 64,290 "
06,California,2001," 28,578,696 "," 4,456,304 "," 2,172,814 "," 241,904 "," 9,563,606 "," 1,836,389 "," 26,405,882 "," 4,214,400 "," 33,287 "," 58,256 "
06,California,2002," 28,828,940 "," 4,512,480 "," 2,186,594 "," 284,985 "," 9,715,694 "," 1,828,648 "," 26,642,346 "," 4,227,495 "," 33,270 "," 56,380 "
06,California,2003," 29,042,364 "," 4,674,966 "," 2,206,477 "," 304,963 "," 9,806,554 "," 1,879,543 "," 26,835,887 "," 4,370,003 "," 33,587 "," 58,209 "
06,California,2004," 29,240,242 "," 4,643,662 "," 2,237,564 "," 300,843 "," 9,839,370 "," 1,844,745 "," 27,002,678 "," 4,342,819 "," 34,819 "," 63,246 "
06,California,2005," 29,537,244 "," 4,708,369 "," 2,258,669 "," 278,553 "," 9,880,040 "," 1,877,350 "," 27,278,575 "," 4,429,816 "," 35,925 "," 67,391 "
06,California,2006," 29,981,431 "," 4,850,537 "," 2,354,774 "," 287,297 "," 9,922,903 "," 1,899,083 "," 27,626,657 "," 4,563,240 "," 37,098 "," 70,112 "
06,California,2007," 32,102,496 "," 6,306,112 "," 2,834,596 "," 644,685 "," 10,238,965 "," 2,072,190 "," 29,267,900 "," 5,661,427 "," 34,620 "," 67,779 "
06,California,2008," 30,924,990 "," 5,529,593 "," 2,583,077 "," 401,706 "," 10,145,322 "," 2,131,060 "," 28,341,913 "," 5,127,887 "," 37,493 "," 66,887 "
06,California,2009," 30,968,280 "," 6,031,540 "," 2,630,737 "," 460,884 "," 10,233,756 "," 2,363,559 "," 28,337,543 "," 5,570,656 "," 35,680 "," 62,434 "
06,California,2010," 31,330,137 "," 6,111,607 "," 2,720,999 "," 461,684 "," 10,313,742 "," 2,396,994 "," 28,609,138 "," 5,649,923 "," 35,623 "," 65,552 "
06,California,2011," 31,563,211 "," 6,403,391 "," 2,841,342 "," 486,273 "," 10,244,830 "," 2,479,006 "," 28,721,869 "," 5,917,118 "," 35,952 "," 66,860 "
06,California,2012," 31,543,522 "," 6,251,272 "," 2,952,181 "," 492,468 "," 10,208,092 "," 2,433,082 "," 28,591,341 "," 5,758,804 "," 37,399 "," 74,302 "
06,California,2013," 31,859,070 "," 6,212,719 "," 3,074,103 "," 504,352 "," 10,205,972 "," 2,389,044 "," 28,784,967 "," 5,708,367 "," 38,193 "," 72,944 "
06,California,2014," 32,088,109 "," 6,133,143 "," 3,206,705 "," 514,701 "," 10,143,989 "," 2,340,840 "," 28,881,404 "," 5,618,442 "," 39,424 "," 78,415 "
06,California,2015," 32,389,019 "," 5,779,383 "," 3,318,037 "," 524,539 "," 10,109,268 "," 2,168,164 "," 29,070,982 "," 5,254,844 "," 40,998 "," 82,256 "
06,California,2016," 32,432,252 "," 5,439,524 "," 3,434,651 "," 541,138 "," 9,977,120 "," 1,998,834 "," 28,997,601 "," 4,898,386 "," 42,542 "," 83,174 "
06,California,2017," 32,583,266 "," 5,292,416 "," 3,568,386 "," 546,442 "," 9,882,955 "," 1,924,297 "," 29,014,880 "," 4,745,974 "," 44,516 "," 88,880 "
06,California,2018," 32,426,086 "," 4,967,088 "," 3,668,363 "," 538,159 "," 9,682,409 "," 1,761,144 "," 28,757,723 "," 4,428,929 "," 47,031 "," 94,709 "
08,Colorado,1989," 2,815,219 "," 364,677 "," 198,865 "," 23,532 "," 872,811 "," 122,856 "," 2,616,354 "," 341,145 "," 22,146 "," 30,575 "
08,Colorado,1990," 2,872,962 "," 386,335 "," 207,359 "," 25,960 "," 886,901 "," 130,610 "," 2,665,603 "," 360,375 "," 22,761 "," 31,791 "
08,Colorado,1991," 2,967,797 "," 423,232 "," 214,404 "," 28,402 "," 920,290 "," 145,850 "," 2,753,393 "," 394,830 "," 23,194 "," 32,491 "
08,Colorado,1992," 3,033,697 "," 422,188 "," 214,785 "," 27,406 "," 945,487 "," 148,808 "," 2,818,912 "," 394,782 "," 24,047 "," 34,349 "
08,Colorado,1993," 3,103,413 "," 429,332 "," 218,073 "," 27,320 "," 969,760 "," 154,442 "," 2,885,340 "," 402,012 "," 24,722 "," 35,531 "
08,Colorado,1994," 3,171,190 "," 423,280 "," 224,089 "," 28,261 "," 982,719 "," 149,916 "," 2,947,101 "," 395,019 "," 25,596 "," 37,020 "
08,Colorado,1995," 3,240,714 "," 428,953 "," 231,121 "," 25,816 "," 1,003,669 "," 155,015 "," 3,009,593 "," 403,137 "," 26,740 "," 39,025 "
08,Colorado,1996," 3,310,781 "," 438,136 "," 239,271 "," 25,165 "," 1,022,226 "," 159,198 "," 3,071,510 "," 412,971 "," 27,871 "," 41,400 "
08,Colorado,1997," 3,383,463 "," 425,081 "," 247,071 "," 24,430 "," 1,038,520 "," 155,724 "," 3,136,392 "," 400,651 "," 29,590 "," 44,416 "
08,Colorado,1998," 3,506,976 "," 412,228 "," 257,271 "," 25,504 "," 1,075,449 "," 149,680 "," 3,249,705 "," 386,724 "," 31,420 "," 48,260 "
08,Colorado,1999," 3,694,991 "," 418,091 "," 271,848 "," 27,389 "," 1,132,656 "," 150,551 "," 3,423,143 "," 390,702 "," 33,393 "," 54,926 "
08,Colorado,2000," 3,794,950 "," 422,908 "," 277,876 "," 28,553 "," 1,158,346 "," 150,455 "," 3,517,074 "," 394,355 "," 35,536 "," 60,451 "
